paperId,title,year,citationCount,cites_per_year,subfield,fieldsOfStudy,doi,landmark,abstract
W2006111584,Responsive elastic computing,2009,21,1.24,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1145/1555301.1555311,,"Two production models are candidates for e-science computing: grids enable hardware and software sharing; clouds propose dynamic resource provisioning (elastic computing). Organized sharing is a fundamental requirement for large scientific collaborations; responsiveness, the ability to provide good "
W628637233,Optimizing Echo State Networks for Learning Temporal Sequences,2009,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,,,"Echo state networks are a new type of artificial neural network. It is created of a recurrent neural network with input, output and back weights. What separates echo state networks from other recurrent neural networks is that only the output weights are trained, making training much simpler than ear"
W1984536414,Modeling of cortical signals using echo state networks,2009,0,0.0,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1117/12.832846,,Diverse modeling frameworks have been utilized with the ultimate goal of translating brain cortical signals into prediction of visible behavior. The inputs to these models are usually multidimensional neural recordings collected from relevant regions of a monkey's brain while the outputs are the ass
W2153074615,Nonlinear time series online prediction using reservoir kalman filter,2009,5,0.29,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2009.5178669,,A novel online adaptive prediction method is proposed for complex time series. The KF is adopted in the high-dimension ldquoreservoirrdquo state space and directly updates the output weights of the echo state network (ESN) online. Compared with the expanded Kalman filter (EKF) algorithm of tradition
W2353670198,Prediction of multivariate time series based on reservoir principal component analysis,2009,6,0.35,General RC / ESN Methods,Computer Science; Physical Sciences,,,"A nonlinear principal component analysis(PCA)method based on echo state network(ESN)reservoir is proposed for multivariate time series prediction.As the correlations among multivariate inputs have adverse effect on modeling,the reservoir is utilized for translating the inputs' nonlinear features in "
W7145811638,Multistep-ahed Supply Chain Demand Forecast Based on Echo State Network,2009,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,,,
W2102916183,Which model to use for the Liquid State Machine?,2009,22,1.29,Neuroscience & Comp. Neuro,Neuroscience; Life Sciences,https://doi.org/10.1109/ijcnn.2009.5178822,,The properties of separation ability and computational efficiency of liquid state machines depend on the neural model employed and on the connection density in the liquid column. A simple model of part of mammalians visual system consisting of one hypercolumn was examined. Such a system was stimulat
W2131916164,Facial expression recognition based on Liquid State Machines built of alternative neuron models,2009,24,1.41,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2009.5179025,,"This paper presents an approach to facial expression recognition based on the theory of liquid computing. Up to date, no emotion recognition systems based on spiking neural networks exist, and our work is the first attempt in this direction. We investigated the pattern recognition ability of Liquid "
W1980520005,The Application of Liquid State Machines in Robot Path Planning,2009,16,0.94,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.4304/jcp.4.11.1182-1186,,"This paper discusses the Liquid state machines and does some researches on spiking neural network and Parallel Delta Rule, using them to solve the robot path planning optimization problems, at the same time we do simulation by Matlab, the result of the experimental reveal that the LSM can solve thes"
W1498086295,The Separation Property Enhancement of Liquid State Machine by Particle Swarm Optimization,2009,4,0.24,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-01513-7_8,,
W2039251778,Programming coevolutionary machines: the emerging conundrum,2009,11,0.65,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1080/17445760902761945,,"Highly parallel ‘Self-X’ machines are inevitably coevolutionary since elements of a dynamic structural hierarchy always interact, an effect that will asymptotically dominate system behaviour at great scale. Here, we extend recent biologically-based models of machine cognition to a ‘farming’ paradigm"
W2336992350,An uncued brain-computer interface using reservoir computing,2010,9,0.56,General RC / ESN Methods,Computer Science; Physical Sciences,,,"Brain-Computer Interfaces are an important and promising avenue for possible next-generation assistive devices. In this article, we show how Reservoir Comput- ing – a computationally efficient way of training recurrent neural networks – com- bined with a novel feature selection algorithm based on Co"
W2052664753,Reservoir computing: a photonic neural network for information processing,2010,28,1.75,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1117/12.854050,,"At the boundaries between photonics and dynamic systems theory, we combine recent advances in neural networks with opto-electronic nonlinearities to demonstrate a new way to perform optical information processing. The concept of reservoir computing arose recently as a powerful solution to the issue "
W853422003,De l'utilisation d'un oscillateur optoelectronique comme reservoir computer,2010,0,0.0,Photonics & Optics,Computer Science; Physical Sciences,,,Recueil des communications
W2289022717,Ensemble learning for brain computer-interface using uncooperative democratic echo state communities,2010,2,0.12,General RC / ESN Methods,Computer Science; Physical Sciences,,,"This paper deals with the issue of features construction and selection for signals acquired during non-invasive Brain-Computer Interface (BCI) experiments. The so-called Echo State Network (ESN) architecture, a reservoir computing approach proposed by H. Jaeger in 2001, is first adapted to the speci"
W2116618464,A comparative study of Reservoir Computing strategies for monthly time series prediction,2010,76,4.75,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neucom.2010.01.016,,
W1999514488,On the Use of Reservoir Computing in Popularity Prediction,2010,42,2.62,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/internet.2010.13,,"Predicting the life cycle and the short-term popularity of a Web object is important for network architecture optimization. In this paper, we attempt to predict the popularity of a Web object given its historical access records using a novel neural network technique, reservoir computing (RC). The tr"
W2294090532,Extending reservoir computing with random static projections: a hybrid between extreme learning and RC,2010,26,1.62,General RC / ESN Methods,Computer Science; Physical Sciences,,,"Reservoir Computing is a relatively new paradigm in the field of neural networks that has shown promise in applications where traditional recurrent neural networks have performed poorly. The main advantage of using reservoirs is that only the output weights are trained, reducing computational requir"
W1485861440,Neuro-Inspired Speech Recognition Based on Reservoir Computing,2010,17,1.06,Nonlinear Dynamics & Chaos,Engineering; Physical Sciences,https://doi.org/10.5772/10186,,One of the key properties of the reservoir computing is their short term memory and ability to separate different inputs. This property is called fading or echo state property which is very much dependent on the internal dynamics of the reservoir. The memory capacity of bigger reservoirs can only be
W1550065635,Stability and Topology in Reservoir Computing,2010,10,0.62,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-16773-7_21,,
W1979592787,Supervised learning of internal models for autonomous goal-oriented robot navigation using Reservoir Computing,2010,19,1.19,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/robot.2010.5509212,,In this work we propose a hierarchical architecture which constructs internal models of a robot environment for goal-oriented navigation by an imitation learning process. The proposed architecture is based on the Reservoir Computing paradigm for training Recurrent Neural Networks (RNN). It is compos
W3141097583,Photonic reservoir computing: A new approach to optical information processing,2010,11,0.69,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1109/icton.2010.5548990,,"Despite ever increasing computational power, recognition and classification problems remain challenging to solve. Recently advances have been made by the introduction of the new concept of reservoir computing. This is a methodology coming from the field of machine learning and neural networks and ha"
W2035276310,One step Backpropagation Through Time for learning input mapping in reservoir computing applied to speech recognition,2010,12,0.75,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/iscas.2010.5537568,,"Recurrent neural networks are very powerful engines for processing information that is coded in time, however, many problems with common training algorithms, such as Backpropagation Through Time, remain. Because of this, another important learning setup known as Reservoir Computing has appeared in r"
W2114509576,Photonic reservoir computing: a new approach to optical information processing,2010,6,0.38,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1117/12.873065,,"Despite ever increasing computational power, recognition and classification problems remain challenging to solve. Recently, advances have been made by the introduction of the new concept of reservoir computing. This is a methodology coming from the field of machine learning and neural networks that "
W2159682675,Minimum Complexity Echo State Network,2010,701,43.81,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/tnn.2010.2089641,,Reservoir computing (RC) refers to a new class of state-space models with a fixed state transition structure (the reservoir) and an adaptable readout form the state space. The reservoir is supposed to be sufficiently complex so as to capture a large number of features of the input stream that can be
W2307012589,Delays in photonic reservoir computing with semiconductor optical amplifiers,2010,1,0.06,Photonics & Optics,Computer Science; Physical Sciences,,,Reservoir Computing is a methodology coming from the field of machine learning and neural networks that has been successfully used in pattern classification problems. We have investigated with simulations a network of coupled semiconductor optical amplifiers as an integrated photonic reservoir on a 
W833304504,Artificial Intelligence at Light Speed: towards Opto-Electronic Reservoir Computing,2010,2,0.12,Photonics & Optics,Computer Science; Physical Sciences,,,Available at: ftp://anonymous@ftp.rma.ac.be/outgoing/Fabrice/BPHY/BPhy_2010_3.pdf
W2307283516,Photonic reservoir computing as a new paradigm for optical information processing,2010,1,0.06,Photonics & Optics,Computer Science; Physical Sciences,,,
W2171306489,Phoneme Recognition with Large Hierarchical Reservoirs,2010,139,8.69,Signal Processing & Comms,Computer Science; Physical Sciences,,,"Automatic speech recognition has gradually improved over the years, but the reliable recognition of unconstrained speech is still not within reach. In order to achieve a breakthrough, many research groups are now investigating new methodologies that have potential to outperform the Hidden Markov Mod"
W2032067202,Effects of connectivity structure of complex echo state network on its prediction performance for nonlinear time series,2010,59,3.69,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1016/j.neucom.2010.01.015,,
W2620828027,On self-organizing reservoirs and their hierarchies,2010,32,2.0,General RC / ESN Methods,Computer Science; Physical Sciences,,,"Current advances in reservoir computing have demonstrated that fixed random recurrent networks with only readouts trained often outperform fully-trained recurrent neural networks. While full supervised training of such networks is problematic, intuitively there should also be something better than a"
W2404607452,Machine Learning Techniques based on Random Projections.,2010,12,0.75,General RC / ESN Methods,Computer Science; Physical Sciences,,,"Abstract. This paper presents a short introduction to the Reservoir Computing and Extreme Learning Machine main ideas and developments. While both methods make use of Neural Networks and Random Projections, Reservoir Computing allows the network to have a recurrent structure, while the Extreme Learn"
W2024990978,Memory in reservoirs for high dimensional input,2010,19,1.19,Mathematics & Theory,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2010.5596884,,Reservoir Computing (RC) is a recently introduced scheme to employ recurrent neural networks while circumventing the difficulties that typically appear when training the recurrent weights. The `reservoir' is a fixed randomly initiated recurrent network which receives input via a random mapping. Only
W2008966357,Pruning reservoirs with Random Static Projections,2010,15,0.94,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/mlsp.2010.5589251,,"Reservoir Computing is a relatively new field of Recurrent Neural Networks in which only the output weights are re-calculated by the training process, removing the problems associated with traditional gradient descent algorithms. As the reservoir is recurrent, it can possess short term memory, but t"
W4243205007,Reservoir Computing,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-0-387-30164-8_726,,
W2153513200,Graph Echo State Networks,2010,195,12.19,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2010.5596796,,"In this paper we introduce the Graph Echo State Network (GraphESN) model, a generalization of the Echo State Network (ESN) approach to graph domains. GraphESNs allow for an efficient approach to Recursive Neural Networks (RecNNs) modeling extended to deal with cyclic/acyclic, directed/undirected, la"
W2246141374,Photonic reservoir computing with SOAs and delays,2010,0,0.0,Photonics & Optics,Computer Science; Physical Sciences,,,"Reservoir Computing is a methodology coming from the field of machine learning and neural networks that has been successfully used in pattern classification problems. Instead of feeding inputs directly into a linear classifier, the classifier takes its input from a reservoir with recurrence where th"
W2165466514,Cell classification in mobile networks with reservoir computing,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/imtc.2010.5488217,,"Cell classification in traffic analysis and modeling is an important task which is required by planning and optimization of mobile networks. Because traffic is always nonlinear, nonstationary and influenced by immeasureable factors, accurate analytical traffic model can be hardly obtained. Therefore"
W2106316746,"Evolutionary strategy for simultaneous optimization of parameters, topology and reservoir weights in Echo State Networks",2010,10,0.62,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2010.5596913,,"Reservoir Computing is a new paradigm in artificial recurrent neural network training. A reservoir is generated randomly and only a readout layer is training. Its simplicity and ease of use, paired with its underlying computational power make it an ideal choice for many application domains, for exam"
W51440152,Optical Wavefront Prediction with Reservoir Computing,2010,0,0.0,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.26021/1679,,"Over the last four decades there has been considerable research in the improvement of imaging exo-atmospheric objects through air turbulence from ground-based instruments. Whilst such research was initially motivated for military purposes, the benefits to the astronomical community have been signifi"
W2146174597,An Augmented Echo State Network for Nonlinear Adaptive Filtering of Complex Noncircular Signals,2010,115,7.19,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/tnn.2010.2085444,,"A novel complex echo state network (ESN), utilizing full second-order statistical information in the complex domain, is introduced. This is achieved through the use of the so-called augmented complex statistics, thus making complex ESNs suitable for processing the generality of complex-valued signal"
W2021328989,Adaptive Critic Design with Echo State Network,2010,23,1.44,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/icsmc.2010.5641744,,In the present paper an application of a novel neural network architecture called Echo State Network (ESN) within the frame of a reinforcement learning scheme named Adaptive Critic Design (ACD) is proposed. Our aim is to investigate the possibility for on-line training of adaptive critic using the E
W1594530637,Multi-reservoir Echo State Network with Sparse Bayesian Learning,2010,22,1.38,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-13278-0_58,,
W1869683314,Echo State Networks with Sparse Output Connections,2010,14,0.88,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-15819-3_47,,
W2354634040,Researches on Time Series Prediction with Echo State Networks,2010,14,0.88,General RC / ESN Methods,Computer Science; Physical Sciences,,,"The choice of delay time and embedded dimension in time series modeling and prediction and the problem of reservoir adaption are challenges for Echo State Networks(ESNs).Correlation analysis is introduced to construct the inputs vector from the time series in ESNs networks.Moreover,the effects of di"
W2138503679,Robust face tracking control of a mobile robot using self‐tuning Kalman filter and echo state network,2010,26,1.62,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1002/asjc.204,,Abstract This paper presents a novel design of face tracking algorithm and visual state estimation for a mobile robot face tracking interaction control system. The advantage of this design is that it can track a user's face under several external uncertainties and estimate the system state without t
W1486382900,A NEAT Way for Evolving Echo State Networks,2010,12,0.75,Control & Robotics,Computer Science; Physical Sciences,,,"The Reinforcement Learning (RL) paradigm is an appropriate formulation for agent, goal-directed, sequential decision making. In order though for RL methods to perform well in difficult, complex, real-world tasks, the choice and the architecture of an appropriate function approximator is of crucial i"
W2013372804,Multi-steps prediction of chaotic time series based on echo state network,2010,17,1.06,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/bicta.2010.5645205,,"Considering of the ill-posed problem in learning process of echo state network(ESN), a new learning algorithm of ESN is proposed based on regularization method. The regularization term provides a stable solution to function approximation with a tradeoff between accuracy and smoothness of the solutio"
W2108421773,Short Term Load Forecasting using Echo State Networks,2010,13,0.81,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2010.5596950,,In this paper a new algorithm is proposed for Short Term Load Forecasting (STLF) using Echo State Networks (ESN). Hourly load data along with only average temperature of each day and day type flag is fed to the ESN and nonlinear mapping is done using training methods. Despite conventional recurrent 
W2088435550,Real-time dynamic thermal rating evaluation of overhead power lines based on online adaptation of Echo State Networks,2010,20,1.25,Climate & Earth Sciences,Engineering; Physical Sciences,https://doi.org/10.1109/ecce.2010.5618307,,"To assist utilities in utilizing the overhead power lines more effectively and thus to optimize the utilization of the existing system, it is important to know how to accurately assess the real-time dynamic overload current capacity of lines down to a `per span' level of granularity. Accurate predic"
W2065220612,Stable training method for echo state networks with output feedbacks,2010,9,0.56,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/icnsc.2010.5461516,,"In applications of echo state network (ESN), the Wiener-Hopf solution is usually used to learn the ESN's output connection weights; however, the solution can hardly ensure the asymptotic stability of the ESNs running in a closed-loop generative mode. The reason is firstly analyzed. A sufficient cond"
W1600176981,Evolutionary Optimization of Echo State Networks: Multiple Motor Pattern Learning,2010,8,0.5,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.5220/0003027500630071,,"Echo State Networks are a special class of recurrent neural networks, that are well suited for attractor based learning of motor patterns. Using structural multiobjective optimization, the tradeoff between network size and accuracy can be identified. This allows to choose a feasible model capacity f"
W2291655370,A Markovian characterization of redundancy in echo state networks by PCA.,2010,5,0.31,General RC / ESN Methods,Computer Science; Physical Sciences,,,Abstract. Richness of dynamics is a desirable feature of Echo State Networks (ESNs) limited by a known high redundancy of state units activations. We show how this feature is mainly influenced by the Markovian state space organization of ESNs through a Principal Component Analysis (PCA) of the reser
W1480724561,Notice of Retraction: Financial time series prediction based on Echo State Network,2010,10,0.62,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/icnc.2010.5584802,,Retracted.
W1489342427,Time Series Causality Inference Using Echo State Networks,2010,5,0.31,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-15995-4_35,,
W3411160,Multiobjective optimization of echo state networks for multiple motor pattern learning,2010,7,0.44,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1089/jir.1988.8.303,,"Spotted suslik fibroblast interferon (SuIFN-beta) was given intravenously to animals active in summer and hibernating in winter. In both groups, most IFN was detectable in the serum 1 min after injection; in hibernating susliks, in spite of their arousal from hibernation, IFN remained detectable for"
W1511522655,Learning Robot-Environment Interaction Using Echo State Networks,2010,4,0.25,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-15193-4_47,,
W2024301719,Chaotic time series prediction by combining echo-state networks and radial basis function networks,2010,5,0.31,Photonics & Optics,Computer Science; Physical Sciences,https://doi.org/10.1109/mlsp.2010.5589260,,"In this paper, we describe a chaotic time series prediction using a combination of an echo state network (ESN) and a radial basis function network (RBFN). The ESN is a neural network consisting of three layers, where the hidden layer (the “reservoir”) is composed of many neurons. The RBFN is a neura"
W2022417586,Modeling of McKibben Pneumatic artificial muscles using optimized Echo State Networks,2010,4,0.25,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/wcica.2010.5554635,,"In conventional techniques for modeling Pneumatic artificial muscle, there are difficulties such as poor knowledge of the process, inaccurate process or complexity of the resulting mathematical model. Trying to solve these problems, this study investigates the method of establishing the model using "
W2148720488,Shared reservoir modular echo state networks for chaotic time series prediction,2010,4,0.25,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/icmlc.2010.5580765,,"This paper proposes a new RNN - shared reservoir modular echo-state networks (SRMESNs), which has a higher forecast precision when the amount of training data is large enough. First, the neural state space is divided into several subspaces. And then the data belonging to each subspace is put into th"
W2004900304,Condition prediction of flue gas turbine based on Echo State Network,2010,3,0.19,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/icnc.2010.5583012,,Echo State Network is one pioneering recurrent neural network with the core structure of a randomly generated and unchangeable reservoir. This paper provides a Condition prediction model of flue gas turbine by applying Echo State Network and makes prediction of the overall vibration value. Compared 
W1983499366,Bayesian learning of Echo State Networks with tunable filters and delay&amp;#x00026;sum readouts,2010,5,0.31,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/icassp.2010.5495225,,In this paper we investigate the problem of learning Echo State Networks (ESN) with adaptable filter neurons and delay&sum readouts. A brute-force solution to this learning problem is often impractical due to nonlinearity and high dimensionality of the resulting optimization problem. In this work we
W1964393540,Sentence-processing in echo state networks: a qualitative analysis by finite state machine extraction,2010,4,0.25,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1080/09540090903398039,,It has been shown that the ability of echo state networks (ESNs) to generalise in a sentence-processing task can be increased by adjusting their input connection weights to the training data. We present a qualitative analysis of the effect of such weight adjustment on an ESN that is trained to perfo
W2356185426,Condition trend prediction based on improved echo state network for flue gas turbine,2010,4,0.25,General RC / ESN Methods,Computer Science; Physical Sciences,,,"Fault prediction is the key technology to ensure safe operation and scientific maintenance of large equipment.As the running of flue gas turbine has nonlinear characteristics,echo state network(ESN) is introduced to predict the condition trend of the turbine.Singular value decomposition is used to i"
W1971374160,An evolutionary method of adaptive behavior for robot based on echo state network,2010,2,0.12,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/wcica.2010.5553884,,"For the re-evolution of the mobile robot behavior in unknown environments, the mapping relation was constructed between input of sensors and output of actuators based on echo state network. An algorithm of adaptive behavior learning was presented based on echo state network for evolutionary robotics"
W4407812573,A NEAT Way for Evolving Echo State Networks,2010,1,0.06,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.3233/978-1-60750-606-5-909,,"The Reinforcement Learning (RL) paradigm is an appropriate formulation for agent, goal-directed, sequential decision making. In order though for RL methods to perform well in difficult, complex, real-world tasks, the choice and the architecture of an appropriate function approximator is of crucial i"
W1976234148,Model of multi-sensor data fusion and trajectory prediction based on echo state network,2010,2,0.12,Signal Processing & Comms,Earth and Planetary Sciences; Physical Sciences,https://doi.org/10.1109/cmce.2010.5610506,,"Radar receives more and more attention as an important means of access to information, and multi-sensor data fusion and track prediction become a new discipline. Compared with single radar, multi-radar system has the advantage of improving reliability of the system, enhancing the system when coverag"
W2168908081,Dynamic system eigenvalue extraction using a linear echo state network for small-signal stability analysis - a novel application,2010,3,0.19,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2010.5596507,,A large nonlinear dynamic system usually has complex dynamic modes corresponding to the system's eigenvalues. These eigenvalues govern the system's local behavior and thus are critical information for designing system operation and control strategies. Without the availability of the system's analyti
W2583831432,Robust Real-Time Vowel Classification with an Echo State Network,2010,1,0.06,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,,,In the field of reservoir computing echo state networks (ESNs) and liquid state machines (LSMs) are the most commonly used networks. Comparative studies on these reservoirs identify the LSM as the network that yields the highest performance for speech recognition. But LSMs are not always usable in a
W2072070212,Indirect adaptive control of an active filter using Echo State Networks,2010,1,0.06,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/ecce.2010.5618295,,An active filter is a power electronic device used in a power system to decrease “harmonic current pollution” caused by nonlinear loads. The Echo State Network (ESN) has been widely used as an effective system identifier with much faster training speed than the other Recurrent Neural Networks (RNNs)
W2943713446,Classification of Dynamical Patterns in Autonomously Controlled Logistic Simulations Using Echo State Networks,2010,2,0.12,Control & Robotics,Computer Science; Physical Sciences,,,
W2133969552,A Two-Stage Online Prediction Method for a Blast Furnace Gas System and Its Application,2010,99,6.19,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/tcst.2010.2051545,,"The byproduct gas in steel industry is one of the most significant energy resources of an enterprise. Due to the large quantity of yield, fluctuation, and various categories of users encountered in a blast furnace gas (BFG) system, it is very difficult to accurately predict the amount of gas to be g"
W1540481352,Adaptive Critic Design with ESN Critic for Bioprocess Optimization,2010,17,1.06,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-3-642-15822-3_54,,
W2267767330,TreeESN: a Preliminary Experimental Analysis,2010,6,0.38,General RC / ESN Methods,Computer Science; Physical Sciences,,,"In this paper we introduce an efficient approach to Recursive Neural Networks (RecNNs) modeling, the Tree Echo State Network (TreeESN), extending the Echo State Network (ESN) model from sequential to tree structured domains processing. For structure-to-element transductions, the state mapping (i.e. "
W4249544193,Echo State Network,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1007/978-0-387-30164-8_241,,
W2100468643,A method for controlling chaos with echo state network,2010,0,0.0,Nonlinear Dynamics & Chaos,Computer Science; Physical Sciences,https://doi.org/10.1109/wcica.2010.5553854,,"Owing to the original Ott-Grebogi-Yorke(OGY) method can only be applied to the discrete dynamical systems or continuous dynamical systems which can be described by Poincare mapping, a novel method for controlling chaos is proposed by resorting to echo state network. The network was trained by the in"
W1533535792,Hybrid state space and echo state networks model of a miniature helicopter,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,,,"To solve the problem of modeling the horizontal translational motion of a Raptor30 based miniature helicopter near hovering, a black-box model is built based on echo state networks. Combined with a state space angular motion model, a four-degree-of-freedom hybrid model is created. System identificat"
W2008553351,Toward the Development of Radar Scene Analyzer for Cognitive Radar,2010,21,1.31,Signal Processing & Comms,Computer Science; Physical Sciences,https://doi.org/10.1109/joe.2010.2043378,,"In this paper, we propose a target signature search algorithm to address the radar scene analyzer in explicit terms for cognitive radar reception. A cognitive radar receiver encompasses two main blocks: the radar scene analyzer (RSA) and the Bayesian target tracker (BTT). The BTT needs to have prior"
W2349834346,Multivariate Time Series Online Predictor with Kalman Filter Trained Reservoir,2010,7,0.44,Mathematics & Theory,Computer Science; Physical Sciences,,,"A novel online adaptive prediction method is proposed for multivariable nonlinear time series, which is based on echo state network(ESN) and Kalman filtering(KF) algorithm.The KF is adopted in the high-dimensionreservoirstate space to directly update the output weights of the ESN online.It is implem"
W1989573297,Echo state network prediction method and its application in flue gas turbine condition prediction,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1117/12.887330,,"On the background of the complex production process of fluid catalytic cracking energy recovery system in large-scale petrochemical refineries, this paper introduced an improved echo state network (ESN) model prediction method which is used to address the condition trend prediction problem of the ke"
W2942204374,Operation management of offshore wind farms by echo state networks,2010,0,0.0,General RC / ESN Methods,Computer Science; Physical Sciences,,,
W2029205627,An adaptive modeling approach based on ESN for robotic belt grinding,2010,7,0.44,Control & Robotics,Computer Science; Physical Sciences,https://doi.org/10.1109/icinfa.2010.5512461,,"Robotic belt grinding system has good prospect to release hand-grinder from their dirty and noisy working environment. However, as a kind of non-rigid processing system, it is a challenge to model its processes precisely for free-form surface because its performance is unstable due to a variety of f"
W2078818218,Study on prediction method for generation and consumption of coke oven gas,2010,1,0.06,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.1109/wcica.2010.5554064,,"A direct prediction method based on empirical mode decomposition and echo state network is proposed to predict coke oven gas generation and consumption of the steel industry. First, the empirical mode decomposition is used to de-noise the practical data with high noise level. Then the direct relatio"
W1563860657,RLS-ESN based PID control for rehabilitation robotic arms driven by PM-TS actuators,2010,10,0.62,Control & Robotics,Engineering; Physical Sciences,,,"To drive a single joint of rehabilitation robotic arm, we propose a new PM-TS actuator comprising a Pneumatic Muscle (PM) and a Torsion Spring (TS). Unlike the traditional agonist/antagonist PM actuator, the PM is arranged in appropriate place as agonist and the torsion spring provides opposing torq"
W2339953112,Recursive Estimation of Driving-Forces from Nonlinear Nonstationary Systems with Unknown Dynamics,2010,1,0.06,Nonlinear Dynamics & Chaos,Engineering; Physical Sciences,,,We address a functional analysis-based method for the estimation of driving-forces from nonlinear dynamic systems in this thesis. The driving-forces account for the perturbation inputs or the irregular variations in the internal variables of a dynamic system. These inputs are hidden from the observe
W2025920171,Improving liquid state machines through iterative refinement of the reservoir,2010,55,3.44,General RC / ESN Methods,Engineering; Physical Sciences,https://doi.org/10.1016/j.neucom.2010.08.005,,
W2140358679,Classification of musical styles using liquid state machines,2010,16,1.0,Neuroscience & Comp. Neuro,Computer Science; Physical Sciences,https://doi.org/10.1109/ijcnn.2010.5596470,,Music Information Retrieval (MIR) is an interdisciplinary field that facilitates indexing and content-based organization of music databases. Music classification and clustering is one of the major topics in MIR. Music can be defined as `organized sound'. The highly ordered temporal structure of musi
W2795883615,THE LIQUID STATE MACHINE IS NOT ROBUST TO PROBLEMS IN ITS COMPONENTS BUT TOPOLOGICAL CONSTRAINTS CAN RESTORE ROBUSTNESS,2010,3,0.19,General RC / ESN Methods,Computer Science; Physical Sciences,https://doi.org/10.5220/0003058902580264,,
W2165762995,Critical branching neural computation,2010,13,0.81,Nonlinear Dynamics & Chaos,Neuroscience; Life Sciences,https://doi.org/10.1109/ijcnn.2010.5596813,,"Liquid state machines have been engineered so that their dynamics hover near the “edge of chaos”, where memory and representational capacity of the liquid were shown to be optimized. Previous work found the critical line between ordered and chaotic dynamics for threshold gates by using an analytic m"
